,City,Cuisines,Average_Cost,Minimum_Order,Rating,Votes,Reviews,Delivery_Time
10340,Pune,Cafe,200,50,3.1,4,1,30 
10341,Noida,"North Indian, Mughlai",250,99,4.3,775,353,45 
10342,Noida,"Awadhi, North Indian, Mughlai, Afghan",200,50,3.7,88,56,30 
10343,Delhi,"Fast Food, North Indian",100,50,3.0,4,-,30 
10344,Noida,Bakery,150,50,3.4,18,2,30 
10345,Gurgaon,"North Indian, Chinese, Fast Food",200,50,3.6,28,26,30 
10346,Bangalore,"Mughlai, North Indian, Chinese, Momos",200,50,3.3,291,56,45 
10347,Gurgaon,Bakery,100,50,-,-,-,120 
10348,Pune,"North Indian, Chinese, Continental",400,50,3.4,10,3,65 
10349,Bangalore,South Indian,100,50,4.3,1013,476,45 
10350,Noida,"North Indian, Mughlai, Chinese",200,50,3.8,118,72,45 
10351,Bangalore,"Fast Food, Beverages",200,50,NEW,-,-,30 
10352,Noida,"Bakery, Desserts",150,50,3.8,113,30,30 
10353,Mumbai,"American, Italian, Beverages",300,50,3.4,108,41,65 
10354,Noida,"South Indian, Fast Food",150,50,3.8,140,38,30 
10355,Delhi,"Bakery, Fast Food",200,50,-,-,-,30 
10356,Delhi,South Indian,150,50,NEW,-,-,30 
10357,Pune,"Biryani, North Indian, Chinese",350,50,3.3,19,7,30 
10358,Delhi,Healthy Food,200,50,3.8,28,11,30 
10359,Gurgaon,Bakery,200,50,3.2,14,4,30 
10360,Gurgaon,Beverages,200,50,3.9,56,24,45 
10361,Pune,"North Indian, Chinese, South Indian",200,50,3.6,20,12,30 
10362,Noida,"North Indian, Chinese, Fast Food, South Indian",150,50,3.4,18,10,30 
10363,Bangalore,"Chinese, Momos",250,99,4.0,167,40,45 
10364,Delhi,"Chinese, North Indian",200,50,3.2,19,4,45 
10365,Gurgaon,Chinese,150,50,-,-,-,30 
10366,Pune,"Beverages, Desserts",200,50,4.2,179,91,45 
10367,Noida,"Bakery, Desserts, Fast Food",150,50,3.9,360,234,120 
10368,Pune,Fast Food,150,99,3.2,16,5,30 
10369,Bangalore,South Indian,100,50,-,-,-,30 
10370,Delhi,"Fast Food, Burger",200,50,3.7,33,13,30 
10371,Delhi,"Pizza, Italian",100,50,3.9,108,32,30 
10372,Kolkata,"North Indian, Chinese, South Indian, Fast Food",250,50,4.8,291,218,30 
10373,Noida,"Biryani, North Indian",250,50,-,-,-,30 
10374,Mumbai,"Cafe, Fast Food, Continental",200,99,3.5,94,39,45 
10375,Noida,"North Indian, Chinese",150,50,4.0,110,75,30 
10376,Noida,"North Indian, Chinese",400,50,4.0,34,24,30 
10377,Bangalore,"Biryani, South Indian",100,50,3.8,1212,41,30 
10378,Pune,Fast Food,100,50,3.2,9,-,30 
10379,Mumbai,Fast Food,100,50,-,-,-,30 
10380,Mumbai,"Momos, Fast Food, Tea",150,50,3.3,14,7,30 
10381,Bangalore,"North Indian, Charcoal Chicken, Fast Food, Mughlai, Biryani, Kebab",200,50,3.5,15,10,30 
10382,Pune,"Finger Food, Italian, North Indian, Modern Indian, Salad",650,99,4.0,2660,1353,45 
10383,Mumbai,"Fast Food, Sandwich",100,50,-,-,-,30 
10384,Noida,Chinese,100,50,3.3,10,2,30 
10385,Noida,"Biryani, Kebab, North Indian",150,50,3.5,255,43,45 
10386,Kolkata,Bengali,100,50,-,-,-,30 
10387,Noida,"Fast Food, Beverages",200,50,3.5,273,83,65 
10388,Bangalore,Italian,250,50,-,-,-,30 
10389,Bangalore,"Bakery, Desserts",150,50,3.5,12,5,30 
10390,Delhi,"Mithai, Street Food, North Indian, South Indian, Bakery, Chinese, Fast Food",250,50,4.1,391,83,30 
10391,Mumbai,"Chinese, Thai, Burmese, Asian, Seafood, Fast Food",200,50,4.0,175,113,45 
10392,Delhi,"Fast Food, North Indian",600,50,3.5,157,77,45 
10393,Kolkata,"Pizza, North Indian, Street Food",150,99,3.3,55,8,45 
10394,Noida,North Indian,200,50,NEW,-,-,30 
10395,Bangalore,Fast Food,200,50,-,-,-,30 
10396,Mumbai,"North Indian, Fast Food, South Indian, Chinese",200,50,3.6,125,45,30 
10397,Delhi,Pizza,250,50,3.9,79,45,30 
10398,Noida,"Cafe, Chinese",200,50,NEW,-,-,30 
10399,Gurgaon,North Indian,400,50,3.8,284,118,45 
10400,Bangalore,"North Indian, Fast Food, Beverages, Ice Cream, South Indian, Desserts",100,50,-,-,-,30 
10401,Noida,Bakery,100,50,3.5,41,16,30 
10402,Pune,"Burger, Fast Food",200,50,2.9,457,194,30 
10403,Gurgaon,South Indian,150,50,3.8,133,51,45 
10404,Bangalore,"North Indian, Chinese, Bengali, Fast Food",200,99,2.5,72,23,45 
10405,Delhi,"North Indian, Mughlai",200,50,3.8,104,27,45 
10406,Pune,South Indian,100,50,3.9,75,51,30 
10407,Noida,North Indian,150,50,3.8,130,40,30 
10408,Mumbai,"Chinese, Biryani, North Indian, Desserts",100,50,3.0,8,1,30 
10409,Hyderabad,"Healthy Food, North Indian",600,99,4.1,77,51,30 
10410,Noida,"Street Food, Tea, Beverages",100,50,3.6,20,12,30 
10411,Kolkata,"Beverages, Salad, Desserts",150,99,3.9,210,144,45 
10412,Pune,"Cafe, American, Fast Food",200,50,3.5,-,-,30 
10413,Gurgaon,Biryani,150,50,3.5,19,10,30 
10414,Delhi,"North Indian, Fast Food",150,50,3.5,20,4,30 
10415,Noida,Fast Food,100,50,3.5,46,7,30 
10416,Pune,"Beverages, Desserts",150,50,3.5,20,2,30 
10417,Delhi,"North Indian, Chinese",200,50,3.6,203,64,65 
10418,Bangalore,"North Indian, Chinese",150,50,3.3,380,82,45 
10419,Delhi,North Indian,250,50,3.2,10,2,30 
10420,Gurgaon,Fast Food,150,50,NEW,-,-,45 
10421,Pune,"Biryani, Fast Food, North Indian, Rolls, Maharashtrian",150,50,3.5,121,38,30 
10422,Pune,Street Food,100,50,3.3,5,2,30 
10423,Bangalore,"Andhra, North Indian, Chinese",350,50,4.2,1484,690,45 
10424,Mumbai,"Chinese, Fast Food, Rolls",150,50,4.0,168,72,30 
10425,Delhi,"Cafe, Fast Food",300,50,4.7,399,321,30 
10426,Pune,"Healthy Food, Salad, Juices",200,50,3.0,4,2,30 
10427,Mumbai,"Healthy Food, Salad, Pizza, Italian",250,99,3.7,165,101,45 
10428,Pune,"Chinese, North Indian",300,50,3.7,135,57,45 
10429,Delhi,"North Indian, Chinese, Mughlai, Rolls",200,50,NEW,-,-,30 
10430,Noida,"North Indian, Chinese",200,50,3.5,62,4,30 
10431,Bangalore,"Pizza, Italian, Fast Food, Bakery",150,50,NEW,-,-,30 
10432,Mumbai,"Chinese, Mughlai",450,50,4.1,1719,1260,45 
10433,Bangalore,"Biryani, North Indian, Chinese",250,50,3.4,11,4,30 
10434,Bangalore,"Juices, Beverages",50,50,3.5,12,4,30 
10435,Delhi,"Chinese, Momos",200,99,3.7,402,255,65 
10436,Noida,"Fast Food, Healthy Food",150,50,4.3,115,67,30 
10437,Delhi,Korean,400,50,4.1,582,294,65 
10438,Noida,Mughlai,200,50,NEW,-,-,30 
10439,Noida,"Chinese, Fast Food",300,50,4.0,527,242,65 
10440,Mumbai,"Italian, Pizza",800,50,4.1,2211,628,30 
10441,Bangalore,Lebanese,250,50,3.5,30,8,30 
10442,Noida,"Fast Food, Pizza",200,50,-,-,-,30 
10443,Bangalore,Chinese,100,50,3.6,48,32,30 
10444,Pune,"North Indian, Fast Food",200,50,-,-,-,30 
10445,Bangalore,Ice Cream,150,50,3.6,18,9,30 
10446,Pune,"Fast Food, Beverages",100,50,3.2,9,4,30 
10447,Pune,Street Food,100,50,3.5,45,18,30 
10448,Bangalore,"Bakery, Fast Food, Desserts, Beverages",100,99,3.7,33,7,45 
10449,Kolkata,South Indian,150,50,3.2,8,3,30 
10450,Bangalore,Fast Food,50,50,3.2,4,-,30 
10451,Pune,"Beverages, Fast Food",100,50,3.9,39,15,30 
10452,Noida,"North Indian, Chinese",200,50,3.5,50,9,30 
10453,Noida,"Chinese, Rolls, Beverages",150,50,2.9,109,48,30 
10454,Bangalore,"South Indian, North Indian, Chinese, Juices",150,50,3.8,213,88,30 
10455,Bangalore,"Mithai, Fast Food",100,50,3.9,51,22,65 
10456,Kolkata,"North Indian, Bengali, Fast Food",200,50,-,-,-,30 
10457,Mumbai,"North Indian, Chinese, South Indian, Fast Food",250,50,3.7,189,84,45 
10458,Bangalore,"North Indian, Continental",200,50,3.6,184,93,65 
10459,Mumbai,"Mughlai, Seafood, Chinese, North Indian, Thai",600,50,3.9,285,113,45 
10460,Delhi,"Rajasthani, North Indian",350,50,4.2,309,212,30 
10461,Bangalore,"North Indian, Mughlai, Chinese, South Indian",400,50,4.0,144,91,65 
10462,Pune,"Street Food, Fast Food, North Indian, Chinese",250,99,3.7,78,34,45 
10463,Bangalore,"Beverages, Juices, Ice Cream",100,50,3.1,7,4,30 
10464,Noida,North Indian,150,50,-,-,-,30 
10465,Delhi,"North Indian, Continental, Chinese, Fast Food",800,99,4.0,1852,1130,45 
10466,Delhi,"North Indian, Mughlai",200,50,3.8,101,24,45 
10467,Mumbai,"Fast Food, Burger, American, Wraps",150,99,3.4,50,14,45 
10468,Bangalore,"North Indian, Chinese, Biryani",200,50,3.0,455,62,30 
10469,Mumbai,"North Indian, South Indian, Continental, Fast Food, Chinese",300,50,3.8,1060,528,30 
10470,Delhi,"Continental, American, Asian, North Indian, Momos, Beverages",550,50,4.7,7062,4966,45 
10471,Delhi,"North Indian, Chinese",250,50,-,-,-,30 
10472,Pune,Fast Food,150,50,NEW,-,-,30 
10473,Delhi,"Pizza, Fast Food",200,50,3.1,15,4,30 
10474,Noida,"Continental, Thai, Italian, Salad",350,50,3.9,1298,450,65 
10475,Pune,"Italian, Mexican, Salad, Beverages",200,50,NEW,-,-,30 
10476,Delhi,North Indian,200,50,3.2,109,18,65 
10477,Kolkata,"Sandwich, Fast Food",100,50,3.7,36,11,65 
10478,Pune,Ice Cream,50,50,3.3,10,-,30 
10479,Delhi,"North Indian, Chinese",200,50,3.8,18,11,30 
10480,Mumbai,"Fast Food, American",250,50,3.7,52,33,30 
10481,Mumbai,"Italian, Fast Food, Mexican, Chinese",350,50,3.8,1719,664,45 
10482,Pune,Fast Food,100,50,3.2,7,1,30 
10483,Pune,"Continental, North Indian, Asian, Pizza",800,50,4.3,2896,1967,45 
10484,Noida,"Chinese, North Indian",200,50,2.6,21,5,45 
10485,Hyderabad,North Indian,100,50,NEW,-,-,30 
10486,Pune,"Biryani, North Indian, Desserts",200,50,3.2,20,5,30 
10487,Pune,"North Indian, Chinese, Continental, Salad",550,50,4.3,2618,1246,65 
10488,Mumbai,"Fast Food, North Indian, Chinese",500,50,3.6,77,23,30 
10489,Delhi,"North Indian, South Indian, Fast Food, Beverages",200,50,-,-,-,30 
10490,Pune,"North Indian, Chinese, Fast Food",150,50,3.6,63,36,45 
10491,Hyderabad,"South Indian, Fast Food",100,99,3.8,418,30,45 
10492,Delhi,"American, Continental, Italian, Bakery",800,300,3.9,587,323,45 
10493,Mumbai,"North Indian, South Indian",100,50,2.7,60,25,45 
10494,Bangalore,Beverages,100,50,3.3,53,6,30 
10495,Delhi,"Chinese, Asian",300,50,4.3,230,141,30 
10496,Noida,"North Indian, Biryani, Rolls",200,50,3.3,5,2,30 
10497,Pune,Fast Food,200,50,3.6,103,48,30 
10498,Delhi,"Mexican, Italian",200,50,-,-,-,30 
10499,Pune,"North Indian, Mughlai, Chinese, Seafood",200,99,3.7,252,63,45 
10500,Noida,"North Indian, Continental, Chinese",150,50,3.8,17,14,30 
10501,Delhi,"North Indian, Chinese, Mughlai, Rolls, Kebab",200,50,3.9,280,108,30 
10502,Noida,"Bakery, Fast Food, Sandwich, Italian, Continental, Beverages, Desserts, Cafe",100,50,3.8,80,71,30 
10503,Pune,"Thai, Chinese, Japanese, Momos, Salad, Vietnamese, Malaysian",800,50,4.4,591,318,45 
10504,Bangalore,"North Indian, Biryani, Chinese",200,99,3.3,203,18,65 
10505,Kolkata,"Fast Food, Street Food, North Indian",150,50,3.9,251,105,65 
10506,Kolkata,"North Indian, Chinese",100,99,3.8,320,82,65 
10507,Mumbai,"North Indian, Chinese, Mughlai",250,99,4.0,551,310,45 
10508,Bangalore,"Arabian, Mughlai, Biryani, North Indian, Chinese, Seafood, Beverages",400,50,4.1,1508,499,30 
10509,Noida,"Burger, Fast Food, Beverages",150,99,4.1,152,90,30 
10510,Pune,"Italian, Continental, Salad",550,50,4.0,848,536,45 
10511,Mumbai,"North Indian, Chinese, Fast Food, South Indian",200,50,3.6,67,29,30 
10512,Bangalore,South Indian,150,50,3.7,65,30,30 
10513,Pune,Biryani,200,50,4.0,-,-,30 
10514,Pune,Fast Food,200,50,3.7,105,58,30 
10515,Noida,"North Indian, Mughlai, Asian, Salad",600,50,4.1,1159,710,65 
10516,Kolkata,"North Indian, South Indian",200,50,3.4,37,22,30 
10517,Delhi,"North Indian, Fast Food",150,50,3.6,29,11,30 
10518,Bangalore,"Healthy Food, Beverages",250,50,NEW,-,-,30 
10519,Gurgaon,"Mithai, Street Food, North Indian",100,50,3.4,29,8,30 
10520,Pune,Fast Food,150,50,3.7,88,13,45 
10521,Pune,Mithai,100,50,3.8,67,13,30 
10522,Bangalore,"Andhra, North Indian, Biryani",150,99,3.0,77,28,45 
10523,Delhi,Chinese,100,50,-,-,-,30 
10524,Mumbai,Fast Food,150,50,3.9,106,16,30 
10525,Noida,"Chinese, Fast Food, Desserts",150,50,3.4,13,4,30 
10526,Mumbai,"Mughlai, Chinese, North Indian",400,50,4.0,723,426,65 
10527,Delhi,"North Indian, Mughlai, Chinese",300,50,3.9,381,207,65 
10528,Noida,"Cafe, Fast Food, Beverages",200,50,3.9,254,154,45 
10529,Delhi,"Pizza, Fast Food",250,50,NEW,-,-,30 
10530,Pune,"Fast Food, Street Food",100,50,3.4,90,40,45 
10531,Pune,"Desserts, Ice Cream",100,50,4.1,22,15,30 
10532,Delhi,Desserts,100,50,3.8,41,25,30 
10533,Delhi,"Pizza, Fast Food",200,50,3.8,65,21,45 
10534,Noida,Pizza,200,50,3.0,8,-,30 
10535,Delhi,"North Indian, Chinese",100,50,3.1,6,3,30 
10536,Noida,"Bakery, Desserts, Fast Food",200,99,4.0,363,228,45 
10537,Delhi,Fast Food,100,50,3.5,23,5,30 
10538,Noida,"Chinese, Asian, Sushi",300,50,3.4,242,193,65 
10539,Pune,"North Indian, Mughlai",300,50,2.6,42,26,30 
10540,Bangalore,"Chinese, Thai, Seafood",250,50,-,-,-,30 
10541,Delhi,Bakery,100,50,3.0,5,3,30 
10542,Mumbai,"North Indian, Seafood, Fast Food, Continental, Chinese, Desserts, Mughlai",400,99,3.5,550,263,80 
10543,Delhi,North Indian,200,50,-,-,-,30 
10544,Mumbai,"North Indian, Continental, Chinese",400,50,3.8,733,222,30 
10545,Pune,"North Indian, Chinese",200,50,3.1,5,-,30 
10546,Pune,"Burger, Fast Food",200,99,3.3,591,133,45 
10547,Pune,"Cafe, Coffee, Tea, Desserts",300,50,4.5,1322,606,30 
10548,Kolkata,"North Indian, Fast Food",150,50,3.4,38,20,45 
10549,Delhi,Chinese,100,50,3.1,9,-,45 
10550,Pune,"Cafe, Italian, Bakery",350,50,3.9,527,232,45 
10551,Hyderabad,"South Indian, North Indian, Chinese",250,50,4.1,835,389,45 
10552,Gurgaon,"North Indian, Chinese, Mughlai",150,50,3.7,296,152,65 
10553,Pune,"Bakery, Desserts",100,50,3.4,28,16,45 
10554,Mumbai,North Indian,150,50,-,-,-,30 
10555,Pune,"North Indian, Beverages",100,50,2.7,6,4,30 
10556,Noida,North Indian,100,50,3.1,6,-,30 
10557,Pune,"Chinese, North Indian",200,50,3.2,19,3,30 
10558,Mumbai,"Desserts, Bakery",100,50,4.0,58,44,80 
10559,Bangalore,"North Indian, Biryani",150,50,3.8,32,7,30 
10560,Mumbai,"Italian, Mexican",600,50,3.9,1387,737,45 
10561,Mumbai,"North Indian, South Indian, Continental, Mediterranean, Lebanese, Desserts, Beverages",200,50,3.2,9,8,30 
10562,Delhi,"North Indian, Chinese",200,50,NEW,-,-,30 
10563,Delhi,North Indian,100,50,NEW,-,-,30 
10564,Gurgaon,"Fast Food, North Indian, Momos",200,50,3.4,264,46,45 
10565,Delhi,"Mughlai, North Indian, Chinese",250,50,3.5,31,14,30 
10566,Bangalore,"Fast Food, North Indian, Mughlai",200,50,3.6,15,5,30 
10567,Delhi,Bakery,150,50,3.6,33,8,30 
10568,Noida,"Mughlai, North Indian",200,50,4.2,425,150,65 
10569,Pune,Fast Food,150,50,NEW,-,-,30 
10570,Pune,"Mughlai, North Indian",200,50,3.5,83,12,45 
10571,Noida,"Bakery, Desserts",100,99,3.6,28,15,65 
10572,Delhi,"Fast Food, Chinese",100,50,NEW,-,-,30 
10573,Bangalore,"South Indian, North Indian, Street Food",200,50,4.0,938,492,20 
10574,Bangalore,"North Indian, South Indian",100,50,-,-,-,30 
10575,Gurgaon,"Burger, Fast Food",300,199,4.1,955,515,45 
10576,Noida,"Fast Food, Rolls, North Indian, Beverages",200,50,4.0,715,189,45 
10577,Mumbai,"North Indian, Chinese, Mughlai",350,50,3.3,18,10,30 
10578,Delhi,"American, Burger, Sandwich, Juices, Beverages",100,50,3.8,-,-,30 
10579,Mumbai,"Chinese, Asian, Momos",150,50,3.7,991,558,45 
10580,Bangalore,"South Indian, North Indian",150,50,-,-,-,30 
10581,Pune,"North Indian, Beverages",100,50,2.7,6,4,30 
10582,Noida,"North Indian, South Indian, Chinese, Mithai",200,99,3.7,181,34,45 
10583,Bangalore,North Indian,200,50,3.6,20,16,30 
10584,Bangalore,"Kerala, Chinese, South Indian, North Indian",300,50,3.7,65,25,30 
10585,Gurgaon,"North Indian, Chinese",150,50,3.4,6,5,30 
10586,Noida,North Indian,200,50,NEW,-,-,30 
10587,Pune,"Street Food, Fast Food, Pizza",200,50,4.2,61,44,30 
10588,Noida,"Pizza, Fast Food",100,50,3.7,455,166,45 
10589,Pune,Fast Food,150,50,2.9,42,11,30 
10590,Delhi,"Italian, Fast Food, Steak",250,50,3.4,12,6,45 
10591,Pune,Fast Food,200,50,3.3,17,12,30 
10592,Pune,"Sandwich, Burger, Fast Food",250,50,3.1,4,1,30 
10593,Noida,"Cafe, Fast Food, Beverages, Desserts, Tea",200,50,3.8,58,33,45 
10594,Hyderabad,"Street Food, Biryani, North Indian, Chinese",100,99,3.7,1033,39,45 
10595,Noida,"Healthy Food, Salad, Italian, Chinese",350,50,3.9,153,67,45 
10596,Hyderabad,North Indian,100,50,NEW,-,-,30 
10597,Gurgaon,North Indian,200,50,3.4,37,15,30 
10598,Bangalore,South Indian,100,50,3.6,75,3,45 
10599,Noida,Fast Food,200,50,-,-,-,30 
10600,Bangalore,"Chinese, Continental",100,50,3.5,37,13,30 
10601,Delhi,"North Indian, Beverages",100,50,3.0,-,-,30 
10602,Delhi,North Indian,150,50,3.4,62,17,30 
10603,Pune,Fast Food,100,50,3.2,6,3,30 
10604,Mumbai,"Iranian, North Indian, Mughlai, Chinese, Bakery",400,50,3.8,197,90,45 
10605,Gurgaon,"Pizza, Italian, Mexican",300,50,NEW,-,-,30 
10606,Mumbai,"Fast Food, North Indian",200,50,3.2,11,2,30 
10607,Pune,"Fast Food, Desserts",200,50,3.7,168,109,45 
10608,Mumbai,South Indian,150,50,-,-,-,30 
10609,Bangalore,Chinese,250,50,3.5,15,9,30 
10610,Pune,"Sandwich, Fast Food",200,50,3.5,11,6,30 
10611,Pune,"Maharashtrian, Biryani",200,50,3.4,100,23,30 
10612,Bangalore,"South Indian, North Indian, Chinese, Street Food",150,50,3.8,603,262,30 
10613,Mumbai,"Chinese, Asian, Thai, Vietnamese, Momos",350,50,4.0,75,58,30 
10614,Bangalore,"South Indian, North Indian, Chinese, Street Food, Juices",200,50,3.9,386,154,30 
10615,Kolkata,Fast Food,100,50,-,-,-,30 
10616,Bangalore,"Bengali, Fast Food",50,50,3.4,7,5,30 
10617,Pune,"Cafe, Beverages, Sandwich, Fast Food",250,50,2.5,58,29,45 
10618,Delhi,"Biryani, North Indian, Mughlai",300,99,4.1,598,164,45 
10619,Pune,"Seafood, Maharashtrian, Konkan",250,50,3.6,95,36,30 
10620,Kolkata,"Bakery, Desserts, Fast Food",250,50,4.1,176,94,30 
10621,Pune,Fast Food,100,50,3.8,73,36,30 
10622,Delhi,"Cafe, Fast Food",200,50,3.6,38,30,30 
10623,Delhi,North Indian,200,50,3.2,109,18,65 
10624,Noida,"Mithai, Beverages",200,50,3.5,23,8,30 
10625,Noida,"North Indian, Mughlai, Chinese",100,50,3.5,133,52,30 
10626,Bangalore,"Biryani, Kebab",100,99,3.9,177,16,65 
10627,Noida,"North Indian, Chinese",150,50,-,-,-,30 
10628,Delhi,"North Indian, Mughlai",200,50,3.8,101,24,45 
10629,Mumbai,Fast Food,100,50,3.4,18,2,45 
10630,Pune,"Maharashtrian, Mithai",150,50,-,-,-,30 
10631,Noida,"North Indian, Biryani",300,50,3.5,45,9,45 
10632,Gurgaon,"Beverages, Desserts, Fast Food",200,50,4.0,166,84,45 
10633,Hyderabad,"North Indian, Chinese",300,50,3.6,51,17,30 
10634,Bangalore,"Arabian, Afghan, Chinese, North Indian",200,50,3.8,22,9,30 
10635,Mumbai,"Pizza, Fast Food",250,50,4.2,84,62,30 
10636,Mumbai,"Momos, Fast Food, Tea",150,50,3.3,14,7,30 
10637,Noida,Fast Food,300,50,3.7,53,37,45 
10638,Noida,"North Indian, Chinese, Mughlai",150,50,3.3,26,6,30 
10639,Noida,"Rolls, Fast Food, Chinese, North Indian",150,50,3.8,252,129,30 
10640,Bangalore,"Desserts, Sandwich, Pizza, Burger",100,50,3.4,11,2,30 
10641,Pune,"Asian, Chinese, Thai, Beverages, Desserts",250,50,3.7,41,26,45 
10642,Bangalore,"Fast Food, Chinese, Rolls",100,50,3.7,91,40,45 
10643,Noida,"North Indian, Biryani",50,50,NEW,-,-,30 
10644,Gurgaon,Mexican,150,50,NEW,-,-,30 
10645,Noida,"North Indian, Hyderabadi",200,50,2.8,6,4,30 
10646,Pune,Paan,50,50,-,-,-,30 
10647,Bangalore,"Rolls, Fast Food, Beverages",100,50,3.9,84,30,30 
10648,Noida,"Rolls, Fast Food, Beverages",200,50,3.7,-,-,30 
10649,Pune,"Juices, Beverages, Healthy Food",100,50,3.5,24,17,30 
10650,Pune,"Fast Food, South Indian",200,50,4.1,865,366,30 
10651,Noida,Fast Food,200,50,-,-,-,30 
10652,Delhi,"North Indian, Chinese",200,50,2.8,5,3,30 
10653,Hyderabad,"North Indian, Mughlai, Lebanese",150,50,3.4,190,10,30 
10654,Delhi,"Rolls, North Indian, Afghan",100,50,-,-,-,30 
10655,Delhi,"North Indian, Mughlai",250,50,3.7,101,32,45 
10656,Gurgaon,"North Indian, Chinese",250,50,3.8,78,49,30 
10657,Gurgaon,Mughlai,200,50,3.6,41,30,30 
10658,Noida,"North Indian, Chinese, Fast Food",150,50,-,-,-,30 
10659,Delhi,"Italian, Pizza",150,50,2.9,52,19,45 
10660,Hyderabad,South Indian,50,50,3.9,97,17,65 
10661,Pune,"North Indian, Chinese, Fast Food, Pizza, Juices",200,50,3.6,109,55,45 
10662,Mumbai,"Fast Food, Lebanese",200,50,NEW,-,-,30 
10663,Noida,"Cafe, Pizza, Chinese",200,50,3.4,18,6,30 
10664,Gurgaon,"Mithai, North Indian, South Indian, Chinese",200,50,3.6,85,17,30 
10665,Delhi,North Indian,100,50,3.5,28,8,30 
10666,Noida,North Indian,150,50,NEW,-,-,30 
10667,Noida,"North Indian, Mughlai, Chinese",500,50,3.7,152,61,45 
10668,Pune,"Burger, Pizza, Fast Food",200,0,3.3,-,-,30 
10669,Kolkata,"South Indian, Continental",200,50,4.5,429,275,65 
10670,Noida,"North Indian, Chinese",100,50,-,-,-,30 
10671,Pune,Fast Food,100,50,3.3,9,7,30 
10672,Delhi,Street Food,50,50,3.8,30,3,30 
10673,Delhi,"Pizza, Fast Food",150,50,3.3,8,3,30 
10674,Delhi,Chinese,100,50,NEW,-,-,30 
10675,Pune,"Street Food, Fast Food",150,50,3.3,12,4,30 
10676,Mumbai,"Bakery, Desserts, Fast Food",200,50,3.4,75,30,30 
10677,Delhi,North Indian,100,50,3.7,97,82,30 
10678,Gurgaon,"North Indian, Awadhi",300,50,3.4,148,90,65 
10679,Pune,"North Indian, Chinese, Fast Food, Mughlai",400,50,3.8,98,46,45 
10680,Delhi,"North Indian, Street Food, South Indian, Chinese, Mithai",200,50,3.8,343,214,30 
10681,Noida,North Indian,200,50,3.3,19,6,30 
10682,Kolkata,"South Indian, Continental, Fast Food",300,99,3.9,232,105,65 
10683,Delhi,"North Indian, Chinese, South Indian, Fast Food",200,50,2.8,29,14,45 
10684,Kolkata,"Sandwich, Fast Food, Beverages",100,50,NEW,-,-,30 
10685,Delhi,"North Indian, Biryani",200,50,NEW,-,-,30 
10686,Pune,North Indian,200,50,3.9,31,8,30 
10687,Noida,"Chinese, Fast Food",200,50,2.8,267,46,45 
10688,Kolkata,"Italian, North Indian",100,50,3.4,20,5,30 
10689,Noida,"Cafe, Fast Food",200,50,3.6,36,22,30 
10690,Pune,"Bakery, Desserts, Ice Cream",150,50,4.1,77,45,45 
10691,Bangalore,"North Indian, South Indian, Chinese",150,50,3.5,30,7,45 
10692,Bangalore,"Desserts, Beverages, Ice Cream",150,50,3.6,171,66,45 
10693,Hyderabad,South Indian,100,50,3.3,7,-,45 
10694,Noida,North Indian,200,50,-,-,-,30 
10695,Bangalore,"Beverages, Desserts",150,50,-,-,-,30 
10696,Kolkata,"Beverages, Juices, Fast Food",100,50,3.6,31,15,30 
